,county_Abbr,county_code,state,Area name,county,Abbr,deaths_per_100K_mean (1999-2020),deaths_per_100K_std (1999-2020),deaths_per_100K_numb_years (1999-2020),growth_rate_gun_laws (1991-2017),avg_pop (2010-2019),avg_murder (2002-2014),avg_rape (2002-2014),avg_robbery (2002-2014),avg_agasslt (2002-2014),avg_burglry (2002-2014),avg_larceny (2002-2014),avg_mvtheft (2002-2014),avg_arson (2002-2014),Poverty % overall (2014),Poverty % ages 0-17 (2014),Poverty % related kids age 5-17 (2014),"Percent of adults with less than a high school diploma, 2010-2014","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",avg_unemp_rate_2010_2015,% white pop avg (2010-2019),% black pop avg (2010-2019),% asian pop avg (2010-2019),% indian pop avg (2010-2019),% pacific pop avg (2010-2019),% two pop avg (2010-2019),% not hisp pop avg (2010-2019),% hisp pop avg (2010-2019),chain restaurants per 100K,places of worship per 100K,name,lng,lat
1000,"Crittenden, KY - 21055",21055,Kentucky,Crittenden County,Crittenden,KY,0.0,0.0,0.0,-0.4807692307692308,29263.35,0.0,1.6153846153846154,0.23076923076923078,2.8461538461538463,26.46153846153846,58.69230769230769,5.076923076923077,0.3076923076923077,20.3,31.2,28.3,20.82560296846011,37.83240568954855,30.0556586270872,11.286332714904143,7.55,53.27636787995906,44.599644264925246,0.5718757421826277,0.34514161912426294,0.04852486130261915,1.1584456325061896,97.86302661862022,2.1369733813797804,34.172,78.597,Crittenden,-88.09694438,37.35257485
1001,"Cumberland, KY - 21057",21057,Kentucky,Cumberland County,Cumberland,KY,0.0,0.0,0.0,-0.4807692307692308,137929.62,0.0,0.6923076923076923,0.38461538461538464,1.1538461538461537,13.846153846153847,12.461538461538462,2.1538461538461537,0.07692307692307693,27.8,37.8,36.4,27.164366373902133,36.40736093684651,24.215809284818068,12.212463404433292,9.65,77.33026452186267,16.379396970715938,2.470027830135398,0.9283502702320213,0.16693296189752427,2.7250274451564502,91.13221656088083,8.867783439119167,7.975,14.5,Cumberland,-85.38857248,36.78661047
1002,"Daviess, KY - 21059",21059,Kentucky,Daviess County,Daviess,KY,14.494823529411764,4.672347245166156,17.0,-0.4807692307692308,46672.07,3.3076923076923075,35.84615384615385,41.30769230769231,94.23076923076923,589.6153846153846,1965.6153846153845,117.07692307692308,10.307692307692308,15.0,21.5,19.9,12.061450300240802,38.28298838662481,29.713170969610143,19.942390343524245,7.000000000000001,93.07343771124786,3.8364057990142713,1.08201757496507,0.22396692497247284,0.1159151501101194,1.668235413599611,96.77764453130105,3.2223340426083524,392.097,199.263,Daviess,-87.08762263,37.73176143
1003,"Edmonson, KY - 21061",21061,Kentucky,Edmonson County,Edmonson,KY,0.0,0.0,0.0,-0.4807692307692308,12123.8,0.0,1.2307692307692308,0.38461538461538464,4.538461538461538,29.0,31.53846153846154,5.538461538461538,0.46153846153846156,19.9,28.4,26.1,20.209141111502763,45.482317001527434,22.700035248501937,11.608506638467865,10.1,96.56378363219453,1.7469770204061434,0.2779656543328,0.3744700506441875,0.012372358501459938,1.024431283920883,98.87906431976774,1.1209356802322705,90.731,387.667,Edmonson,-86.23847919,37.20904677
1004,"Elliott, KY - 21063",21063,Kentucky,Elliott County,Elliott,KY,0.0,0.0,0.0,-0.4807692307692308,7589.8,0.0,0.23076923076923078,0.0,0.38461538461538464,1.3846153846153846,1.3846153846153846,0.38461538461538464,0.0,32.4,40.2,36.1,26.443071491615182,40.07060900264784,27.09620476610768,6.390114739629303,13.65,95.17642098606024,3.618013649898548,0.11858019974175867,0.24506574613296794,0.13043821971593456,0.711481198450552,98.95122401117288,1.04877598882711,52.702,553.374,Elliott,-83.09731571,38.11810953
1005,"Estill, KY - 21065",21065,Kentucky,Estill County,Estill,KY,0.0,0.0,0.0,-0.4807692307692308,14387.4,0.0,1.5384615384615385,2.0,5.461538461538462,52.69230769230769,79.53846153846153,9.0,0.15384615384615385,29.8,38.0,33.4,26.038727255035514,47.37763938892673,18.225162985306998,8.358470370730759,9.9,98.45976340408968,0.33849062374021716,0.09522220832116991,0.28566662496350975,0.0055604209238639376,0.8152967179615497,99.0192807595535,0.9807192404465018,97.307,250.219,Estill,-83.96441737,37.6925357
1006,"Fayette, KY - 21067",21067,Kentucky,Fayette County,Fayette,KY,11.390636363636363,2.5126186405621587,22.0,-0.4807692307692308,70565.35,19.307692307692307,149.46153846153845,564.0769230769231,781.3846153846154,2655.6923076923076,8825.76923076923,771.2307692307693,43.46153846153846,19.8,23.7,20.9,10.781843997618285,21.12398662575001,27.850297968925737,40.243871407705974,5.766666666666667,82.76529486497269,12.518707836069687,2.392888294325756,0.3279654958134552,0.07529191026474041,1.9198515985536808,94.8916004809726,5.10838534776629,1008.994,480.406,Fayette,-84.4589719,38.04287124
1007,"Fleming, KY - 21069",21069,Kentucky,Fleming County,Fleming,KY,0.0,0.0,0.0,-0.4807692307692308,14493.2,0.0,1.5384615384615385,0.6153846153846154,3.6923076923076925,34.07692307692308,45.69230769230769,7.076923076923077,0.5384615384615384,19.3,30.2,29.3,23.431940632306596,38.38568669309749,27.31523838568669,10.86713428890922,9.1,97.1345182568377,1.453095244666464,0.267711754477962,0.13247591974167194,0.006899787486545414,1.0052990367896668,98.77183782739492,1.2281621726050838,68.998,351.889,Fleming,-83.69658812,38.37035302
1008,"Floyd, KY - 21071",21071,Kentucky,Floyd County,Floyd,KY,30.993714285714283,4.18749776972222,7.0,-0.4807692307692308,41384.43,0.6923076923076923,4.461538461538462,2.769230769230769,10.923076923076923,65.0,143.84615384615384,20.76923076923077,0.7692307692307693,31.1,44.3,39.9,26.085834377995727,33.64427402108989,27.446353513752676,12.823538087161715,11.566666666666668,88.81569711120825,7.877648671251482,1.0780624500567,0.47549283631549355,0.12354888058141675,1.6295500505866578,93.15725745165511,6.842742548344873,99.071,89.406,Floyd,-82.74545562,37.55729538
1009,"Franklin, KY - 21073",21073,Kentucky,Franklin County,Franklin,KY,23.764,2.6804695484187104,3.0,-0.4807692307692308,92392.73,1.5384615384615385,17.923076923076923,37.76923076923077,50.69230769230769,327.38461538461536,922.0,76.0,2.8461538461538463,12.9,21.3,20.0,13.581871345029239,32.21637426900585,26.79239766081871,27.4093567251462,6.599999999999999,78.59504746747932,15.1013505066903,3.146394743395936,0.6192695031308199,0.07610988440324254,2.461827894900389,93.29504604961883,6.704953950381162,103.904,74.681,Franklin,-84.87704049,38.23894371
1010,"Fulton, KY - 21075",21075,Kentucky,Fulton County,Fulton,KY,0.0,0.0,0.0,-0.4807692307692308,148178.71,0.15384615384615385,2.230769230769231,2.5384615384615383,7.615384615384615,35.46153846153846,102.84615384615384,9.76923076923077,0.8461538461538461,31.2,44.9,43.4,24.505588993981085,36.564918314703355,25.773860705073087,13.155631986242478,10.35,53.96651111350612,38.046140366588425,5.735871232783711,0.3281847979375715,0.04105852993321376,1.8822474564665872,93.14177455047356,6.858232198134267,8.773,5.399,Fulton,-89.18729157,36.55403726
1011,"Gallatin, KY - 21077",21077,Kentucky,Gallatin County,Gallatin,KY,0.0,0.0,0.0,-0.4807692307692308,38173.1,0.0,1.1538461538461537,0.3076923076923077,3.769230769230769,25.923076923076923,34.92307692307692,6.0,0.15384615384615385,16.7,25.5,23.4,22.206405693950177,42.84697508896797,25.05338078291815,9.8932384341637,8.999999999999998,95.33789500983677,0.5194757564882078,1.325095420597227,0.9071833306700269,0.08270221700621642,1.8276482654015522,96.57237688319785,3.4276231168021463,36.675,34.055,Gallatin,-84.85966506,38.7573309
1012,"Garrard, KY - 21079",21079,Kentucky,Garrard County,Garrard,KY,0.0,0.0,0.0,-0.4807692307692308,17197.3,0.0,2.3076923076923075,1.2307692307692308,6.384615384615385,49.76923076923077,106.15384615384616,9.076923076923077,0.6153846153846154,18.0,26.7,23.7,19.304303882759204,39.05499873662933,25.14107639181336,16.499620988798114,8.25,96.24941124478843,2.110214975606636,0.2698097957237473,0.21166113285225005,0.04768190355462776,1.1112209474743129,97.7513912067592,2.248608793240799,98.853,232.595,Garrard,-84.53826255,37.63999075
1013,"Grant, KY - 21081",21081,Kentucky,Grant County,Grant,KY,0.0,0.0,0.0,-0.4807692307692308,23656.07,0.3076923076923077,2.6923076923076925,2.3076923076923075,6.461538461538462,69.6923076923077,117.6923076923077,16.153846153846153,0.9230769230769231,16.9,25.9,24.5,18.16852146263911,43.49761526232114,26.931637519872815,11.402225755166933,8.633333333333333,93.60608080716705,2.5916392705973563,0.767583119258609,1.123982132281482,0.08995577033716928,1.82080117280681,81.55517801562137,18.44482198437864,156.408,131.045,Grant,-84.62407384,38.64914531
1014,"Graves, KY - 21083",21083,Kentucky,Graves County,Graves,KY,27.774666666666665,1.3047699669545845,6.0,-0.4807692307692308,37352.9,1.3076923076923077,9.846153846153847,8.076923076923077,26.153846153846153,147.15384615384616,227.6153846153846,25.615384615384617,1.4615384615384615,17.7,26.0,24.6,19.065457413249213,37.28706624605678,26.979495268138802,16.667981072555204,8.183333333333332,92.66241710817633,4.425359209057396,0.4709139049444621,0.4173705388336648,0.08861427091336951,1.935324968074768,93.71186708394796,6.288132916052033,117.795,283.78,Graves,-88.65114084,36.72303717
1015,"Grayson, KY - 21085",21085,Kentucky,Grayson County,Grayson,KY,39.8805,2.465681345997495,2.0,-0.4807692307692308,56051.1,0.07692307692307693,5.538461538461538,1.3846153846153846,10.23076923076923,108.46153846153847,158.07692307692307,20.76923076923077,0.9230769230769231,21.7,30.5,29.1,24.85717550274223,41.85329067641682,24.228747714808044,9.060786106032907,10.399999999999999,90.20720378369023,5.169693369086423,1.0089008065854195,1.4103202256512362,0.06185427226227497,2.1420275427244073,90.00685089141874,9.993149108581276,58.875,32.114,Grayson,-86.34376166,37.46094872
1016,"Green, KY - 21087",21087,Kentucky,Green County,Green,KY,0.0,0.0,0.0,-0.4807692307692308,23976.05,0.0,0.9230769230769231,0.07692307692307693,1.6153846153846154,9.153846153846153,15.692307692307692,1.6923076923076923,0.15384615384615385,21.5,29.6,26.8,22.540567951318458,46.9447261663286,19.675456389452332,10.839249492900608,8.35,97.05727173575298,0.9632529128025676,0.503836119794545,0.3251161054468939,0.035034961972468366,1.1154881642305552,97.33942830449553,2.6605716955044723,45.879,141.808,Green,-85.55273508,37.26369627
1017,"Greenup, KY - 21089",21089,Kentucky,Greenup County,Greenup,KY,0.0,0.0,0.0,-0.4807692307692308,36099.7,0.7692307692307693,4.846153846153846,6.461538461538462,9.0,94.61538461538461,158.69230769230768,17.846153846153847,0.8461538461538461,16.4,22.5,19.6,17.0740196457576,36.35238610874777,30.853120891020186,15.720473354474437,9.866666666666667,97.24374440784827,0.8340789535647111,0.5426637894497739,0.30360363105510574,0.01745166857342305,1.0584575495087218,98.98614115906781,1.0138588409321962,96.954,193.907,Greenup,-82.92215371,38.5461641
1018,"Hancock, KY - 21091",21091,Kentucky,Hancock County,Hancock,KY,0.0,0.0,0.0,-0.4807692307692308,33245.19,0.0,1.3076923076923077,0.23076923076923078,1.6923076923076923,12.76923076923077,19.615384615384617,3.076923076923077,0.07692307692307693,13.8,18.9,17.1,12.94627383015598,45.19930675909879,30.225303292894278,11.629116117850954,7.400000000000001,92.71494613205698,4.406111079527594,1.0140715092920207,0.36507536879771174,0.03600520857302966,1.4637907017526444,97.21361195409018,2.786388045909799,21.056,24.064,Hancock,-86.77804483,37.84153525
1019,"Hardin, KY - 21093",21093,Kentucky,Hardin County,Hardin,KY,12.910294117647059,2.747765700635379,17.0,-0.4807692307692308,40471.88,2.230769230769231,37.61538461538461,39.53846153846154,136.46153846153845,404.38461538461536,1379.5384615384614,76.61538461538461,8.0,14.3,21.8,20.9,11.044728619372759,32.62932530957065,34.15981946533966,22.166126605716933,7.683333333333334,88.2744265895234,7.476054979407924,1.3222761087451338,0.464198846211246,0.16930273562779885,2.293765448998169,95.54651278863251,4.453511919881162,479.345,239.673,Hardin,-85.96366674,37.69820941
1020,"Harlan, KY - 21095",21095,Kentucky,Harlan County,Harlan,KY,0.0,0.0,0.0,-0.4807692307692308,15569.35,0.23076923076923078,5.230769230769231,4.769230769230769,18.23076923076923,65.6923076923077,146.30769230769232,10.692307692307692,0.7692307692307693,34.2,42.6,40.1,29.495308141009385,35.83058584833883,23.596246512807507,11.077859497844281,13.516666666666667,96.33350139858119,1.922687845028855,0.3497255826351132,0.24792300256593885,0.05876931278441296,1.0873928584044936,99.00991370866478,0.9900862913352195,166.995,199.109,Harlan,-83.21750489,36.85707442
1021,"Harrison, KY - 21097",21097,Kentucky,Harrison County,Harrison,KY,0.0,0.0,0.0,-0.4807692307692308,53797.59,0.07692307692307693,3.8461538461538463,6.384615384615385,12.307692307692308,120.84615384615384,275.2307692307692,20.23076923076923,0.6923076923076923,18.5,24.2,23.0,19.010396310482296,39.96716954584538,27.397795669506763,13.62463847416556,7.900000000000001,80.7351779141036,15.085025184213643,1.6162248160187103,0.5221795251422973,0.08411157451476917,1.9572809860069942,94.9747934805258,5.0252065194741995,39.035,74.353,Harrison,-84.33134658,38.44203171
1022,"Hart, KY - 21099",21099,Kentucky,Hart County,Hart,KY,0.0,0.0,0.0,-0.4807692307692308,22066.85,0.0,3.4615384615384617,1.0,5.153846153846154,32.07692307692308,41.61538461538461,6.461538461538462,0.38461538461538464,23.0,33.7,32.1,27.391374837872895,42.4124513618677,20.428015564202333,9.768158236057069,8.016666666666667,84.7538275739401,12.840980928406184,0.7103415303951403,0.20596505618155742,0.03194837505126468,1.4569365360257582,97.23975102925883,2.76024897074118,99.697,36.253,Hart,-85.88446619,37.29970852
1023,"Henderson, KY - 21101",21101,Kentucky,Henderson County,Henderson,KY,23.856666666666666,3.853296294516337,3.0,-0.4807692307692308,54513.0,1.4615384615384615,10.384615384615385,13.307692307692308,22.076923076923077,161.46153846153845,516.9230769230769,36.92307692307692,1.3846153846153846,18.1,27.2,24.6,14.774118607352527,37.01064263962578,31.82117853891313,16.39406021410856,7.566666666666666,91.35299836736192,5.386751783978134,0.7806945132353751,0.5983526865151432,0.12286977418230514,1.7583328747271292,91.737236989342,8.262763010658007,144.92,95.39,Henderson,-87.57345471,37.79602818
1024,"Henry, KY - 21103",21103,Kentucky,Henry County,Henry,KY,0.0,0.0,0.0,-0.4807692307692308,50212.78,0.15384615384615385,2.230769230769231,1.0769230769230769,4.153846153846154,19.384615384615383,28.307692307692307,3.769230769230769,0.23076923076923078,18.3,25.7,23.6,19.884096522895685,45.259357780733424,23.29469884096523,11.561846855405662,7.316666666666666,73.3249184769296,22.675701285608962,1.7473440028614229,0.34379693775170383,0.0677715912164194,1.8404677056319128,94.96642089922128,5.033579100778726,29.873,123.475,Henry,-85.11897835,38.44849046
1025,"Hickman, KY - 21105",21105,Kentucky,Hickman County,Hickman,KY,0.0,0.0,0.0,-0.4807692307692308,14616.9,0.07692307692307693,0.5384615384615384,0.15384615384615385,1.1538461538461537,11.23076923076923,12.846153846153847,1.6923076923076923,0.07692307692307693,18.4,29.3,25.3,17.79513888888889,38.04976851851852,32.49421296296296,11.66087962962963,7.400000000000001,92.14676162524201,5.554529346167792,0.3119676538800977,0.5356813004125361,0.018129699183821468,1.432930375113738,97.86514240365605,2.1348575963439584,54.731,184.718,Hickman,-88.97605071,36.67806433
1026,"Hopkins, KY - 21107",21107,Kentucky,Hopkins County,Hopkins,KY,23.79975,1.9638181287627279,8.0,-0.4807692307692308,40937.65,1.3846153846153846,15.307692307692308,8.307692307692308,33.15384615384615,212.53846153846155,500.9230769230769,50.69230769230769,3.230769230769231,16.9,24.9,22.9,16.270504487774684,39.795728876508825,30.003095017022595,13.930671618693902,7.683333333333334,89.83735021428929,6.9637607434720845,0.6290053288354364,0.5430209110684174,0.0821981720983007,1.9446646302364694,91.80803001637857,8.191969983621433,175.877,161.221,Hopkins,-87.54131507,37.30862563
1027,"Jackson, KY - 21109",21109,Kentucky,Jackson County,Jackson,KY,0.0,0.0,0.0,-0.4807692307692308,74830.38,0.0,1.0769230769230769,0.23076923076923078,1.7692307692307692,27.692307692307693,31.53846153846154,5.461538461538462,0.3076923076923077,26.8,36.0,33.4,29.84671848013817,43.523316062176164,17.994386873920554,8.635578583765112,11.883333333333333,80.18310210371776,14.369364421241745,1.5216146169510298,1.1758325963332004,0.20148233912483138,2.548603922631423,92.5062120491704,7.493787950829596,8.018,32.073,Jackson,-84.00617165,37.41979135
1028,"Jefferson, KY - 21111",21111,Kentucky,Jefferson County,Jefferson,KY,16.317227272727273,4.666626475321672,22.0,-0.4807692307692308,127942.76,67.15384615384616,266.46153846153845,1745.0,2161.923076923077,8274.307692307691,21159.846153846152,3007.4615384615386,210.92307692307693,16.8,23.9,22.1,11.791082134937366,27.548506193070487,29.839375178439433,30.821036493552718,7.6499999999999995,75.67729506538706,19.615084120430108,2.085338787439008,0.6983044605259414,0.07951993532107639,1.8444498149016015,92.62226326835533,7.377736731644684,1320.903,461.144,Jefferson,-85.65772828,38.18834895
1029,"Jessamine, KY - 21113",21113,Kentucky,Jessamine County,Jessamine,KY,21.128,0.733976838871634,2.0,-0.4807692307692308,51309.5,0.8461538461538461,13.76923076923077,23.307692307692307,27.53846153846154,319.0,803.0769230769231,57.15384615384615,2.6923076923076925,14.7,21.6,20.7,15.406285213471893,28.249029673218978,28.089395267309374,28.255289845999748,6.533333333333332,92.71012190724915,3.7899414338475332,1.2387569553396545,0.3050117424648457,0.04599538097233456,1.9101725801264875,96.82865746109395,3.171342538906051,153.968,163.712,Jessamine,-84.58031888,37.87235886
1030,"Johnson, KY - 21115",21115,Kentucky,Johnson County,Johnson,KY,49.138,0.0,1.0,-0.4807692307692308,98664.43,0.38461538461538464,3.5384615384615383,2.8461538461538463,7.846153846153846,49.76923076923077,124.38461538461539,19.615384615384617,0.7692307692307693,25.6,31.5,29.3,24.4780728844966,39.97529339098209,25.077208153180976,10.469425571340334,10.383333333333335,89.09716500667972,4.493726867930013,3.6989520944883587,0.4875921342676383,0.11443840500573511,2.1081356269934366,91.9332630817408,8.066736918259194,30.406,31.42,Johnson,-82.831038,37.84737334
1031,"Kenton, KY - 21117",21117,Kentucky,Kenton County,Kenton,KY,10.411181818181818,2.271130296242561,22.0,-0.4807692307692308,163704.2,3.5384615384615383,56.61538461538461,140.76923076923077,131.53846153846155,834.8461538461538,2291.076923076923,225.46153846153845,11.384615384615385,15.5,22.3,20.9,11.283257549799504,29.69078466054842,30.106590852263782,28.91936693738829,7.216666666666668,91.56521335433055,4.8374446104620406,1.192089146155077,0.24776395474276164,0.1449565741135536,2.012532360196012,96.99054758521773,3.009452414782272,172.262,94.072,Kenton,-84.53313887,38.93368118
1032,"Knott, KY - 21119",21119,Kentucky,Knott County,Knott,KY,0.0,0.0,0.0,-0.4807692307692308,15711.9,0.0,1.4615384615384615,0.3076923076923077,1.8461538461538463,17.076923076923077,37.76923076923077,5.076923076923077,0.15384615384615385,33.7,44.1,40.8,31.10104213864975,35.61395559583145,20.498414136837336,12.786588128681467,12.600000000000001,98.00596999726322,0.9063194139473904,0.12347329094507985,0.13238373462152891,0.028004251554554195,0.803849311668226,99.11913899655676,0.88086100344325,38.188,197.303,Knott,-82.95432904,37.35406197
1033,"Knox, KY - 21121",21121,Kentucky,Knox County,Knox,KY,31.664,0.0,1.0,-0.4807692307692308,76506.0,0.46153846153846156,4.461538461538462,5.0,11.307692307692308,127.0,157.92307692307693,28.53846153846154,1.1538461538461537,34.9,49.0,48.7,31.09925897956294,40.60980790107141,18.129041393307215,10.161891726058432,11.833333333333334,89.10919405013986,6.826837110814838,1.6427469740935352,0.45673541944422663,0.08179750607795468,1.882688939429587,96.42826706402113,3.5717329359788774,48.362,54.898,Knox,-83.8543202,36.89050509
1034,"Larue, KY - 21123",21123,Kentucky,Larue County,Larue,KY,0.0,0.0,0.0,-0.4807692307692308,14156.6,0.07692307692307693,2.230769230769231,1.0769230769230769,5.230769230769231,33.76923076923077,38.69230769230769,7.230769230769231,0.15384615384615385,18.0,27.8,25.5,18.96938775510204,44.57142857142857,25.653061224489797,10.806122448979592,8.316666666666666,94.72260288487348,3.067827020612294,0.2592430385827106,0.35107299775369794,0.0911235748696721,1.5081304833081388,96.86930477657064,3.1306952234293544,141.277,233.107,Larue,-85.69858421,37.54557718
1035,"Laurel, KY - 21125",21125,Kentucky,Laurel County,Laurel,KY,23.173454545454547,4.4903715294758495,11.0,-0.4807692307692308,59912.7,2.076923076923077,8.923076923076923,11.0,21.076923076923077,233.92307692307693,515.3076923076923,78.6923076923077,2.0,24.7,35.0,30.6,25.69840681733975,37.337285414350994,25.10312461405459,11.861183154254661,9.466666666666665,97.22579686777595,0.734068069040454,0.5766723916632033,0.33799177803704394,0.024535699442689112,1.1009351940406626,98.49497685799506,1.5050231420049507,148.549,101.815,Laurel,-84.1176508,37.11047425
1036,"Lawrence, KY - 21127",21127,Kentucky,Lawrence County,Lawrence,KY,0.0,0.0,0.0,-0.4807692307692308,36031.43,0.07692307692307693,1.7692307692307692,1.4615384615384615,3.1538461538461537,33.61538461538461,45.30769230769231,7.769230769230769,0.5384615384615384,25.9,33.1,30.7,23.142778238055786,40.440025775568444,24.726134585289515,11.691061401086255,11.033333333333333,92.81130390883736,3.9834111496546205,0.44733167681660146,0.9437593789644209,0.028891442831994178,1.7852746893476057,97.8205971841806,2.179375062272022,63.833,88.811,Lawrence,-82.73464321,38.06766833
1037,"Lee, KY - 21129",21129,Kentucky,Lee County,Lee,KY,0.0,0.0,0.0,-0.4807692307692308,97153.72,0.0,0.7692307692307693,0.3076923076923077,1.2307692307692308,8.23076923076923,13.923076923076923,3.3846153846153846,0.0,35.0,45.1,41.4,28.48743987172635,42.18777837163727,22.3231783360057,7.001603420630678,11.433333333333332,82.18610671830167,13.992001541474686,1.6841146175360038,0.4919832199940466,0.0987095501850058,1.5470946454752323,85.55390364877434,14.446096351225664,10.293,50.436,Lee,-83.71573518,37.59456493
1038,"Leslie, KY - 21131",21131,Kentucky,Leslie County,Leslie,KY,0.0,0.0,0.0,-0.4807692307692308,10691.5,0.07692307692307693,0.23076923076923078,0.0,0.6153846153846154,1.8461538461538463,1.6923076923076923,1.0769230769230769,0.0,33.0,38.4,38.7,35.4880247231522,32.44913726500129,23.873293844965232,8.189544166881277,13.533333333333333,98.46981246784829,0.32268624608333724,0.1851938455782631,0.16368142917270728,0.018706449048309405,0.8399195622690923,99.41074685497824,0.5892531450217463,46.766,65.473,Leslie,-83.38100797,37.0939886
1039,"Letcher, KY - 21133",21133,Kentucky,Letcher County,Letcher,KY,40.12,0.0,1.0,-0.4807692307692308,23128.0,0.23076923076923078,2.6153846153846154,1.6923076923076923,4.846153846153846,46.69230769230769,62.76923076923077,9.307692307692308,0.38461538461538464,30.1,37.1,34.7,24.840274491244678,36.855182205395174,26.390203502129673,11.914339801230478,12.583333333333336,98.48365617433413,0.5028536838464199,0.19197509512279487,0.1828951919750951,0.0,0.6386198547215496,99.29609131788308,0.7039086821169147,108.094,103.77,Letcher,-82.85515105,37.12125569
1040,"Lewis, KY - 21135",21135,Kentucky,Lewis County,Lewis,KY,0.0,0.0,0.0,-0.4807692307692308,22767.69,0.3076923076923077,1.6923076923076923,1.1538461538461537,4.3076923076923075,39.07692307692308,38.61538461538461,7.0,0.5384615384615384,34.4,44.9,41.9,26.418271760867277,42.595516261446164,20.03999578991685,10.946216187769709,11.466666666666667,94.81545997859247,0.9577607565809267,0.7378438480144451,1.2084229888934714,0.14011083249991546,2.140445517309837,94.52825473291318,5.471745267086823,26.353,149.334,Lewis,-83.37804652,38.53155019
1041,"Lincoln, KY - 21137",21137,Kentucky,Lincoln County,Lincoln,KY,0.0,0.0,0.0,-0.4807692307692308,25965.55,0.15384615384615385,2.3076923076923075,2.4615384615384617,6.076923076923077,52.76923076923077,61.38461538461539,14.384615384615385,0.46153846153846156,27.6,35.3,33.0,20.93591654247392,45.54396423248882,23.30253353204173,10.217585692995529,10.333333333333334,91.28144791849199,4.861788022976599,0.621900941824841,1.328568044967274,0.06878344575793696,1.8375116259813484,94.91337560729505,5.08662439270495,77.025,177.158,Lincoln,-84.66076388,37.45485594
1042,"Livingston, KY - 21139",21139,Kentucky,Livingston County,Livingston,KY,0.0,0.0,0.0,-0.4807692307692308,62430.16,0.0,2.0,0.46153846153846156,3.6153846153846154,46.61538461538461,53.92307692307692,7.769230769230769,0.15384615384615385,14.1,23.0,22.1,17.940443010121754,45.66524864309814,26.36056916532199,10.033739181458118,9.716666666666667,95.63922309345354,1.6280272227397783,0.9165121473339166,0.40682259984597186,0.04904680686386195,1.3603681297629222,97.3169698748169,2.6830301251830844,28.832,20.823,Livingston,-88.35351775,37.20997298
1043,"Logan, KY - 21141",21141,Kentucky,Logan County,Logan,KY,0.0,0.0,0.0,-0.4807692307692308,23121.51,0.7692307692307693,8.76923076923077,7.538461538461538,26.076923076923077,152.3846153846154,313.46153846153845,23.076923076923077,2.769230769230769,16.9,25.9,24.0,22.77667984189723,39.86056214317084,24.330259112867807,13.032498902064118,7.3500000000000005,91.31168336324056,4.694935581629401,0.7204546761868063,1.1377284615061907,0.040135786979310605,2.095062130457743,95.80390727076217,4.19609272923784,160.024,121.099,Logan,-86.87901935,36.8597188
1044,"Lyon, KY - 21143",21143,Kentucky,Lyon County,Lyon,KY,0.0,0.0,0.0,-0.4807692307692308,26415.0,0.0,1.1538461538461537,0.3076923076923077,2.8461538461538463,26.923076923076923,49.92307692307692,3.6923076923076925,0.0,15.4,22.7,21.2,14.178657074340528,38.75899280575539,31.22002398081535,15.842326139088728,8.683333333333332,91.37399204997159,2.111451826613666,2.029755820556502,1.8093507476812418,0.17505205375733485,2.500397501419648,86.71678970282038,13.283210297179634,53.0,121.143,Lyon,-88.0827506,37.01910678
1045,"McCracken, KY - 21145",21145,Kentucky,McCracken County,McCracken,KY,21.062416666666667,6.552137450805074,12.0,-0.4807692307692308,65393.9,3.5384615384615383,30.76923076923077,50.46153846153846,90.84615384615384,334.84615384615387,1381.7692307692307,115.38461538461539,8.076923076923077,17.5,26.0,24.6,12.795540323630211,30.963949503275344,33.508307665611035,22.732202507483407,7.75,85.54268823238864,10.978088170303346,0.9141525432800305,0.33474070211441737,0.04327620771968028,2.1870541441938776,97.63678263568926,2.3632173643107386,295.135,99.398,McCracken,-88.71249008,37.05384925
1046,"McCreary, KY - 21147",21147,Kentucky,McCreary County,McCreary,KY,0.0,0.0,0.0,-0.4807692307692308,17781.1,0.15384615384615385,2.0,2.230769230769231,3.3846153846153846,49.30769230769231,57.07692307692308,11.307692307692308,0.6923076923076923,47.0,50.2,49.1,29.691323912528617,38.0989973948054,24.69408699771059,7.515591694955395,12.399999999999999,91.74123085748352,5.779732412505414,0.2587016551281979,0.7592331183110157,0.05455230553790261,1.4065496510339632,97.55245738452628,2.4475426154737336,95.607,101.231,McCreary,-84.48377645,36.73699245
1047,"Mclean, KY - 21149",21149,Kentucky,McLean County,Mclean,KY,0.0,0.0,0.0,-0.4807692307692308,63780.17,0.0,0.8461538461538461,0.15384615384615385,2.1538461538461537,19.307692307692307,19.846153846153847,3.923076923076923,0.0,16.9,24.4,22.9,19.267031630170315,38.64051094890511,31.888686131386862,10.203771289537713,7.633333333333334,85.32333795911802,7.097347028080985,4.713330177702568,0.6311209267708129,0.04651916104958642,2.188344747278033,95.56492245160213,4.43507754839788,7.839,62.715,McLean,-87.26331417,37.52904105
